品牌,类别,订单来源,订单状态,账期,成交价,订单金额,账单金额,账单二级类型,项目,收件人姓名,收件人姓名_脱敏,收件人手机号,收件人手机号_脱敏
ThinkPad,游戏本,抖音,报价中,2026-04,,7514.9,653.74,采购订单,PC 经营采购,顾客1813,顾客1813,1**********,1**********
七彩虹,台式整机,淘宝,已成交,2026-02,8669.16,8386.34,8386.34,退换订单,PC 经营采购,顾客1814,顾客1814,1**********,1**********
机械革命,游戏本,快手,撤销,2026-02,,9565.92,1323.96,退换订单,PC 经营采购,顾客1815,顾客1815,1**********,1**********
ThinkPad,一体机,京东,新建采购,2026-06,,7807.46,1808.05,退换订单,PC 经营采购,顾客1816,顾客1816,1**********,1**********
联想（Lenovo）,一体机,拼多多,已成交,2026-01,6224.66,6349.12,6349.12,采购订单,PC 经营采购,顾客1817,顾客1817,1**********,1**********
联想（Lenovo）,游戏本,天猫,已成交,2026-06,6728.64,6092.42,6092.42,采购订单,PC 经营采购,顾客1818,顾客1818,1**********,1**********
联想（Lenovo）,电脑配件,快手,撤销,2026-06,,7526.55,2168.98,采购订单,PC 经营采购,顾客1819,顾客1819,1**********,1**********
机械革命,游戏本,淘宝,已成交,2026-08,8321.16,8238.08,8238.08,采购订单,PC 经营采购,顾客1820,顾客1820,1**********,1**********
惠普(HP),游戏本,天猫,已成交,2026-03,7862.43,7175.98,7175.98,退换订单,PC 经营采购,顾客1821,顾客1821,1**********,1**********
联想（Lenovo）,游戏本,淘宝,撤销,2026-01,,6405.57,1517.49,退换订单,PC 经营采购,顾客1822,顾客1822,1**********,1**********
ThinkPad,笔记本电脑,拼多多,撤销,2026-06,,7364.33,1921.71,退换订单,PC 经营采购,顾客1823,顾客1823,1**********,1**********
七彩虹,轻薄本,拼多多,已成交,2026-05,8444.7,8286.9,8286.9,退换订单,PC 经营采购,顾客1824,顾客1824,1**********,1**********
七彩虹,电脑配件,拼多多,撤销,2026-04,,6864.14,315.9,销售订单,PC 经营采购,顾客1825,顾客1825,1**********,1**********
雷神,电脑配件,淘宝,已成交,2026-04,9940.81,7740.78,7740.78,采购订单,PC 经营采购,顾客1826,顾客1826,1**********,1**********
联想（Lenovo）,笔记本电脑,淘宝,报价中,2026-06,,5613.19,1499.87,销售订单,PC 经营采购,顾客1827,顾客1827,1**********,1**********
ThinkPad,台式整机,淘宝,已成交,2026-07,6209.59,8362.5,8362.5,退换订单,PC 经营采购,顾客1828,顾客1828,1**********,1**********
微星,电脑配件,抖音,报价中,2026-04,,8193.32,1068.76,采购订单,PC 经营采购,顾客1829,顾客1829,1**********,1**********
七彩虹,电脑配件,拼多多,已成交,2026-04,8685.08,8936.97,8936.97,采购订单,PC 经营采购,顾客1830,顾客1830,1**********,1**********
宏碁（acer）,一体机,天猫,已成交,2026-04,7392.47,7284.32,7284.32,采购订单,PC 经营采购,顾客1831,顾客1831,1**********,1**********
机械革命,电脑配件,拼多多,已成交,2026-03,10371.06,10684.18,10684.18,退换订单,PC 经营采购,顾客1832,顾客1832,1**********,1**********
华硕（ASUS）,显示器,京东,已成交,2026-03,8906.11,7374.28,7374.28,退换订单,PC 经营采购,顾客1833,顾客1833,1**********,1**********
惠普(HP),电脑配件,抖音,已成交,2026-06,8878.66,8481.8,8481.8,退换订单,PC 经营采购,顾客1834,顾客1834,1**********,1**********
ThinkPad,显示器,抖音,报价中,2026-02,,6565.81,1573.94,销售订单,PC 经营采购,顾客1835,顾客1835,1**********,1**********
联想（Lenovo）,轻薄本,淘宝,报价中,2026-02,,7032.06,1719.0,采购订单,PC 经营采购,顾客1836,顾客1836,1**********,1**********
宏碁（acer）,笔记本电脑,拼多多,已成交,2026-05,6277.08,8172.64,8172.64,销售订单,PC 经营采购,顾客1837,顾客1837,1**********,1**********
宏碁（acer）,一体机,电商通,已成交,2026-06,6710.74,6303.43,6303.43,采购订单,PC 经营采购,顾客1838,顾客1838,1**********,1**********
微星,笔记本电脑,拼多多,报价中,2026-08,,10693.54,1655.4,退换订单,PC 经营采购,顾客1839,顾客1839,1**********,1**********
联想（Lenovo）,一体机,快手,撤销,2026-02,,7261.03,2107.98,退换订单,PC 经营采购,顾客1840,顾客1840,1**********,1**********
宏碁（acer）,台式整机,电商通,已成交,2026-05,6556.7,6521.23,6521.23,采购订单,PC 经营采购,顾客1841,顾客1841,1**********,1**********
机械革命,显示器,淘宝,撤销,2026-06,,8145.39,93.87,退换订单,PC 经营采购,顾客1842,顾客1842,1**********,1**********
七彩虹,一体机,电商通,撤销,2026-02,,7002.16,1638.81,退换订单,PC 经营采购,顾客1843,顾客1843,1**********,1**********
ThinkPad,一体机,拼多多,撤销,2026-01,,7118.83,929.15,退换订单,PC 经营采购,顾客1844,顾客1844,1**********,1**********
机械革命,显示器,电商通,已成交,2026-01,10446.32,9970.22,9970.22,采购订单,PC 经营采购,顾客1845,顾客1845,1**********,1**********
微星,显示器,淘宝,撤销,2026-02,,10737.17,3169.0,销售订单,PC 经营采购,顾客1846,顾客1846,1**********,1**********
雷神,电脑配件,淘宝,已成交,2026-06,7495.03,8904.55,8904.55,退换订单,PC 经营采购,顾客1847,顾客1847,1**********,1**********
宏碁（acer）,一体机,电商通,已成交,2026-08,6550.65,7353.56,7353.56,销售订单,PC 经营采购,顾客1848,顾客1848,1**********,1**********
联想（Lenovo）,一体机,淘宝,报价中,2026-02,,6441.1,223.25,采购订单,PC 经营采购,顾客1849,顾客1849,1**********,1**********
华硕（ASUS）,轻薄本,抖音,报价中,2026-01,,8066.24,1237.23,退换订单,PC 经营采购,顾客1850,顾客1850,1**********,1**********
雷神,电脑配件,天猫,已成交,2026-04,9859.57,8499.43,8499.43,采购订单,PC 经营采购,顾客1851,顾客1851,1**********,1**********
七彩虹,笔记本电脑,电商通,已成交,2026-08,7583.36,9597.93,9597.93,销售订单,PC 经营采购,顾客1852,顾客1852,1**********,1**********
华硕（ASUS）,游戏本,拼多多,已成交,2026-04,8339.07,8720.51,8720.51,退换订单,PC 经营采购,顾客1853,顾客1853,1**********,1**********
雷神,显示器,抖音,已成交,2026-02,7469.91,9622.28,9622.28,销售订单,PC 经营采购,顾客1854,顾客1854,1**********,1**********
ThinkPad,游戏本,拼多多,已成交,2026-06,6130.99,6718.06,6718.06,退换订单,PC 经营采购,顾客1855,顾客1855,1**********,1**********
宏碁（acer）,游戏本,天猫,已成交,2026-03,7557.32,6256.2,6256.2,采购订单,PC 经营采购,顾客1856,顾客1856,1**********,1**********
联想（Lenovo）,台式整机,拼多多,已成交,2026-06,7502.63,6159.3,6159.3,销售订单,PC 经营采购,顾客1857,顾客1857,1**********,1**********
ThinkPad,显示器,拼多多,待发布,2026-07,,7313.97,515.98,采购订单,PC 经营采购,顾客1858,顾客1858,1**********,1**********
华硕（ASUS）,一体机,淘宝,报价中,2026-06,,9630.66,2200.67,退换订单,PC 经营采购,顾客1859,顾客1859,1**********,1**********
联想（Lenovo）,显示器,淘宝,已成交,2026-03,7342.45,5782.14,5782.14,退换订单,PC 经营采购,顾客1860,顾客1860,1**********,1**********
微星,台式整机,拼多多,新建采购,2026-01,,10148.47,2885.3,采购订单,PC 经营采购,顾客1861,顾客1861,1**********,1**********
七彩虹,笔记本电脑,抖音,已成交,2026-02,7540.72,9483.43,9483.43,退换订单,PC 经营采购,顾客1862,顾客1862,1**********,1**********
联想（Lenovo）,一体机,京东,已成交,2026-01,6817.55,5913.57,5913.57,销售订单,PC 经营采购,顾客1863,顾客1863,1**********,1**********
惠普(HP),轻薄本,抖音,已成交,2026-05,7881.77,7459.19,7459.19,退换订单,PC 经营采购,顾客1864,顾客1864,1**********,1**********
宏碁（acer）,轻薄本,拼多多,已成交,2026-07,7176.86,7869.0,7869.0,采购订单,PC 经营采购,顾客1865,顾客1865,1**********,1**********
ThinkPad,显示器,京东,撤销,2026-04,,7593.1,515.99,销售订单,PC 经营采购,顾客1866,顾客1866,1**********,1**********
机械革命,显示器,拼多多,报价中,2026-08,,8551.0,1947.44,销售订单,PC 经营采购,顾客1867,顾客1867,1**********,1**********
雷神,笔记本电脑,天猫,已成交,2026-04,9293.13,7378.04,7378.04,退换订单,PC 经营采购,顾客1868,顾客1868,1**********,1**********
宏碁（acer）,笔记本电脑,抖音,撤销,2026-02,,7415.31,398.31,退换订单,PC 经营采购,顾客1869,顾客1869,1**********,1**********
宏碁（acer）,笔记本电脑,快手,报价中,2026-01,,5974.98,1020.12,退换订单,PC 经营采购,顾客1870,顾客1870,1**********,1**********
ThinkPad,笔记本电脑,天猫,已成交,2026-04,6869.27,7156.95,7156.95,销售订单,PC 经营采购,顾客1871,顾客1871,1**********,1**********
宏碁（acer）,显示器,拼多多,已成交,2026-05,8079.1,8093.71,8093.71,采购订单,PC 经营采购,顾客1872,顾客1872,1**********,1**********
微星,一体机,电商通,撤销,2026-02,,9214.63,202.27,销售订单,PC 经营采购,顾客1873,顾客1873,1**********,1**********
华硕（ASUS）,台式整机,电商通,待发布,2026-06,,10056.45,2640.48,退换订单,PC 经营采购,顾客1874,顾客1874,1**********,1**********
微星,电脑配件,淘宝,已成交,2026-03,9465.16,9047.0,9047.0,销售订单,PC 经营采购,顾客1875,顾客1875,1**********,1**********
联想（Lenovo）,一体机,淘宝,已成交,2026-02,7145.55,6268.51,6268.51,采购订单,PC 经营采购,顾客1876,顾客1876,1**********,1**********
微星,台式整机,淘宝,已成交,2026-01,10745.03,8172.71,8172.71,销售订单,PC 经营采购,顾客1877,顾客1877,1**********,1**********
ThinkPad,电脑配件,京东,撤销,2026-06,,7231.42,871.08,退换订单,PC 经营采购,顾客1878,顾客1878,1**********,1**********
微星,一体机,拼多多,报价中,2026-05,,10856.77,659.8,采购订单,PC 经营采购,顾客1879,顾客1879,1**********,1**********
雷神,轻薄本,抖音,已成交,2026-05,9677.77,8039.59,8039.59,采购订单,PC 经营采购,顾客1880,顾客1880,1**********,1**********
七彩虹,电脑配件,天猫,撤销,2026-02,,7731.06,780.38,退换订单,PC 经营采购,顾客1881,顾客1881,1**********,1**********
机械革命,笔记本电脑,京东,待发布,2026-06,,10339.89,3006.4,采购订单,PC 经营采购,顾客1882,顾客1882,1**********,1**********
惠普(HP),游戏本,京东,已成交,2026-02,9027.68,8283.47,8283.47,销售订单,PC 经营采购,顾客1883,顾客1883,1**********,1**********
联想（Lenovo）,一体机,拼多多,撤销,2026-01,,6689.34,773.97,销售订单,PC 经营采购,顾客1884,顾客1884,1**********,1**********
ThinkPad,电脑配件,京东,报价中,2026-02,,7659.16,1792.44,销售订单,PC 经营采购,顾客1885,顾客1885,1**********,1**********
雷神,游戏本,电商通,已成交,2026-01,9460.14,7467.63,7467.63,销售订单,PC 经营采购,顾客1886,顾客1886,1**********,1**********
机械革命,轻薄本,京东,报价中,2026-02,,10737.57,2978.66,销售订单,PC 经营采购,顾客1887,顾客1887,1**********,1**********
雷神,游戏本,拼多多,撤销,2026-04,,7473.9,1094.94,销售订单,PC 经营采购,顾客1888,顾客1888,1**********,1**********
机械革命,轻薄本,淘宝,已成交,2026-07,10576.98,8616.24,8616.24,销售订单,PC 经营采购,顾客1889,顾客1889,1**********,1**********
联想（Lenovo）,台式整机,天猫,已成交,2026-06,6142.98,6077.94,6077.94,采购订单,PC 经营采购,顾客1890,顾客1890,1**********,1**********
宏碁（acer）,轻薄本,抖音,已成交,2026-05,8131.36,8404.41,8404.41,采购订单,PC 经营采购,顾客1891,顾客1891,1**********,1**********
惠普(HP),台式整机,拼多多,已成交,2026-02,6929.31,6687.2,6687.2,采购订单,PC 经营采购,顾客1892,顾客1892,1**********,1**********
惠普(HP),轻薄本,京东,报价中,2026-06,,7517.97,1321.5,退换订单,PC 经营采购,顾客1893,顾客1893,1**********,1**********
微星,游戏本,快手,撤销,2026-03,,11219.9,2192.23,采购订单,PC 经营采购,顾客1894,顾客1894,1**********,1**********
雷神,显示器,电商通,撤销,2026-03,,8145.36,1997.31,退换订单,PC 经营采购,顾客1895,顾客1895,1**********,1**********
七彩虹,台式整机,抖音,已成交,2026-01,8590.45,7204.58,7204.58,采购订单,PC 经营采购,顾客1896,顾客1896,1**********,1**********
联想（Lenovo）,游戏本,京东,已成交,2026-04,7244.82,7014.04,7014.04,采购订单,PC 经营采购,顾客1897,顾客1897,1**********,1**********
华硕（ASUS）,显示器,电商通,已成交,2026-08,7651.65,7084.89,7084.89,退换订单,PC 经营采购,顾客1898,顾客1898,1**********,1**********
机械革命,一体机,淘宝,撤销,2026-07,,8583.66,485.54,采购订单,PC 经营采购,顾客1899,顾客1899,1**********,1**********
微星,游戏本,拼多多,报价中,2026-07,,10110.88,1307.67,销售订单,PC 经营采购,顾客1900,顾客1900,1**********,1**********
七彩虹,一体机,拼多多,新建采购,2026-04,,9247.38,491.44,销售订单,PC 经营采购,顾客1901,顾客1901,1**********,1**********
七彩虹,台式整机,京东,已成交,2026-06,8486.0,9775.24,9775.24,退换订单,PC 经营采购,顾客1902,顾客1902,1**********,1**********
宏碁（acer）,游戏本,拼多多,待发布,2026-03,,6984.16,337.66,退换订单,PC 经营采购,顾客1903,顾客1903,1**********,1**********
微星,显示器,淘宝,已成交,2026-05,10310.93,10764.31,10764.31,退换订单,PC 经营采购,顾客1904,顾客1904,1**********,1**********
华硕（ASUS）,电脑配件,抖音,已成交,2026-01,8040.9,9882.07,9882.07,退换订单,PC 经营采购,顾客1905,顾客1905,1**********,1**********
机械革命,轻薄本,电商通,已成交,2026-03,9866.06,7927.53,7927.53,采购订单,PC 经营采购,顾客1906,顾客1906,1**********,1**********
雷神,电脑配件,快手,撤销,2026-04,,9033.47,198.33,退换订单,PC 经营采购,顾客1907,顾客1907,1**********,1**********
雷神,台式整机,天猫,待发布,2026-07,,9166.49,1468.86,采购订单,PC 经营采购,顾客1908,顾客1908,1**********,1**********
七彩虹,轻薄本,淘宝,已成交,2026-01,8497.77,9240.62,9240.62,退换订单,PC 经营采购,顾客1909,顾客1909,1**********,1**********
联想（Lenovo）,游戏本,拼多多,已成交,2026-03,5771.96,7758.84,7758.84,退换订单,PC 经营采购,顾客1910,顾客1910,1**********,1**********
七彩虹,电脑配件,拼多多,已成交,2026-05,7993.07,7556.47,7556.47,销售订单,PC 经营采购,顾客1911,顾客1911,1**********,1**********
华硕（ASUS）,轻薄本,拼多多,已成交,2026-07,7401.01,7575.69,7575.69,销售订单,PC 经营采购,顾客1912,顾客1912,1**********,1**********
雷神,显示器,抖音,已成交,2026-05,8072.23,8403.36,8403.36,销售订单,PC 经营采购,顾客1913,顾客1913,1**********,1**********
联想（Lenovo）,轻薄本,快手,待发布,2026-08,,6383.7,270.83,退换订单,PC 经营采购,顾客1914,顾客1914,1**********,1**********
微星,显示器,电商通,报价中,2026-01,,8775.23,1575.44,销售订单,PC 经营采购,顾客1915,顾客1915,1**********,1**********
机械革命,一体机,抖音,撤销,2026-05,,10725.02,1114.85,退换订单,PC 经营采购,顾客1916,顾客1916,1**********,1**********
雷神,台式整机,拼多多,已成交,2026-01,7971.03,8288.55,8288.55,采购订单,PC 经营采购,顾客1917,顾客1917,1**********,1**********
联想（Lenovo）,游戏本,天猫,已成交,2026-05,6156.99,7027.64,7027.64,采购订单,PC 经营采购,顾客1918,顾客1918,1**********,1**********
惠普(HP),笔记本电脑,抖音,已成交,2026-07,7772.98,9240.71,9240.71,退换订单,PC 经营采购,顾客1919,顾客1919,1**********,1**********
惠普(HP),笔记本电脑,电商通,新建采购,2026-06,,7367.96,1695.81,采购订单,PC 经营采购,顾客1920,顾客1920,1**********,1**********
宏碁（acer）,电脑配件,淘宝,待发布,2026-07,,6246.02,1203.89,采购订单,PC 经营采购,顾客1921,顾客1921,1**********,1**********
微星,轻薄本,抖音,已成交,2026-01,8771.77,10766.08,10766.08,销售订单,PC 经营采购,顾客1922,顾客1922,1**********,1**********
华硕（ASUS）,游戏本,天猫,撤销,2026-04,,8803.14,1058.86,退换订单,PC 经营采购,顾客1923,顾客1923,1**********,1**********
微星,轻薄本,快手,撤销,2026-07,,7930.03,1047.01,采购订单,PC 经营采购,顾客1924,顾客1924,1**********,1**********
华硕（ASUS）,显示器,天猫,撤销,2026-05,,7475.39,1102.16,采购订单,PC 经营采购,顾客1925,顾客1925,1**********,1**********
机械革命,电脑配件,天猫,已成交,2026-08,8571.51,9469.08,9469.08,退换订单,PC 经营采购,顾客1926,顾客1926,1**********,1**********
机械革命,电脑配件,拼多多,已成交,2026-04,8758.0,8883.84,8883.84,采购订单,PC 经营采购,顾客1927,顾客1927,1**********,1**********
联想（Lenovo）,轻薄本,天猫,已成交,2026-02,7705.1,7714.93,7714.93,退换订单,PC 经营采购,顾客1928,顾客1928,1**********,1**********
华硕（ASUS）,轻薄本,电商通,已成交,2026-01,8206.87,9217.6,9217.6,退换订单,PC 经营采购,顾客1929,顾客1929,1**********,1**********
